label,type,author,title,journal,year,volume,number,month,doi,art_number,abstract,url,article_number,eissn,document_type,unique_id,source,issn,note,earlyaccessdate,researcherid_numbers,pages,orcid_numbers,organization,editor,booktitle,series,isbn,filename,n_duplicates,citation,screened_titles,notes,screened_abstracts
Colyn2019,ARTICLE,"Colyn, R.B. and Henderson, C.L. and Altwegg, R. and Smit-Robinson, H.A.","Habitat transformation and climate change: Implications for the distribution, population status, and colony extinction of Southern Bald Ibis (Geronticus calvus) in southern Africa",Condor,2019,122,1,NA,10.1093/condor/duz064,duz064,"Habitat transformation and loss is one of the greatest threats currently facing avian species. The cumulative impact of climate change on habitat loss is projected to produce disproportionate risk for endemic high-altitude species. The Southern Bald Ibis (Geronticus calvus) is an endemic high-altitude species found throughout highland grassland habitats in South Africa and Lesotho. The historical distribution has contracted notably and causal factors remain ambiguous. Furthermore, the historical population (1950-1970) was believed to be stable, but recent local surveys suggest colony declines and the current global population status remains largely unquantified. We assessed the current distribution and population status of the species through predictive modeling and trends in historical and recent colony counts across the species' range. We examined climate and habitat change as potential causal factors contributing to the historical contraction in distribution, and projected the potential impact of future climate change predicted by global circulation models. Our study confirms that Southern Bald Ibis are of conservation concern. The loss of grasslands to expanding woody vegetation through bush encroachment was the most detrimental habitat transformation type associated with decreased colony growth and colony collapse. We recommend maintaining a minimum threshold of 50% or greater intact grassland habitat surrounding colonies to reduce colony extinction risk and promote colony persistence. Copyright Â© American Ornithological Society 2020. All rights reserved. For permissions, e-mail: journals.permissions@oup.com.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082047244&doi=10.1093%2fcondor%2fduz064&partnerID=40&md5=95e2d530f97538f34536450fd2626a56,NA,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Habitat Transformation and Climate Change: Implications for the Distribution, Population Status, and Colony Extinction of Southern Bald Ibis (Geronticus Calvus) in Southern Africa.",selected,NA,selected
X.WOS.000465004600022,article,"Ahmadi, Mohsen and Hemami, Mahmoud-Reza and Kaboli, Mohammad and Malekian, Mansoureh and Zimmermann, Niklaus E.",Extinction risks of a Mediterranean neo-endemism complex of mountain vipers triggered by climate change,SCIENTIFIC REPORTS,2019,9,NA,APR 19,10.1038/s41598-019-42792-9,NA,"Climate change is among the most important drivers of biodiversity decline through shift or shrinkage in suitable habitat of species. Mountain vipers of the genus Montivipera are under extreme risk from climate changes given their evolutionary history and geographic distribution. In this study, we divided all Montivipera species into three phylogenetic-geographic Montivipera clades (PGMC; Bornmuelleri, Raddei and Xanthina) and applied an ensemble ecological niche modelling (ENM) approach under different climatic scenarios to assess changes in projected suitable habitats of these species. Based on the predicted range losses, we assessed the projected extinction risk of the species relative to IUCN Red List Criteria. Our result revealed a strong decline in suitable habitats for all PGMCs (63.8\%, 79.3\% and 96.8\% for Xanthina, Raddei and Bornmuelleri, respectively, by 2070 and under 8.5 RCP scenario) with patterns of altitudinal range shifts in response to projected climate change. We found that the mountains close to the Mediterranean Sea are exposed to the highest threats in the future (84.6 +/- 9.1 percent range loss). We also revealed that disjunct populations of Montivipera will be additionally highly isolated and fragmented in the future. We argue that leveraging climate niche projections into the risk assessment provides the opportunity to implement IUCN criteria and better assess forthcoming extinction risks of species.",NA,6332,NA,NA,WOS:000465004600022,NA,2045-2322,NA,NA,"Hemami, Mahmoud-Reza/AAH-2553-2022 Ahmadi, Mohsen/J-7360-2017 Ahmadi, Mohsen/AAW-7357-2021 Malekian, Mansoureh/AAW-3742-2021 Zimmermann, Niklaus E./A-4276-2008",NA,"Ahmadi, Mohsen/0000-0002-9657-699X Ahmadi, Mohsen/0000-0002-9657-699X Malekian, Mansoureh/0000-0002-6387-0850 Zimmermann, Niklaus E./0000-0003-3099-9604",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction Risks of a Mediterranean Neo-Endemism Complex of Mountain Vipers Triggered by Climate Change.,selected,NA,selected
X.WOS.000461019400009,article,"Pino, Mario and Abarzua, Ana M. and Astorga, Giselle and Martel-Cea, Alejandra and Cossio-Montecinos, Nathalie and Navarro, R. Ximena and Lira, Maria Paz and Labarca, Rafael and LeCompte, Malcolm A. and Adedeji, Victor and Moore, Christopher R. and Bunch, Ted E. and Mooney, Charles and Wolbach, Wendy S. and West, Allen and Kennett, James P.","Sedimentary record from Patagonia, southern Chile supports cosmic-impact triggering of biomass burning, climate change, and megafaunal extinctions at 12.8 ka",SCIENTIFIC REPORTS,2019,9,NA,MAR 13,10.1038/s41598-018-38089-y,NA,"The Younger Dryas (YD) impact hypothesis posits that fragments of a large, disintegrating asteroid/ comet struck North America, South America, Europe, and western Asia -12,800 years ago. Multiple airbursts/impacts produced theYD boundary layer (YDB), depositing peak concentrations of platinum, high-temperature spherules, meltglass, and nanodiamonds, forming an isochronous datum at >50 sites across similar to 50 million km(2)of Earth's surface. This proposed event triggered extensive biomass burning, brief impact winter, YD climate change, and contributed to extinctions of late Pleistocene megafauna. In the most extensive investigation south of the equator, we report on a similar to 12,800-year-old sequence at Pilauco, Chile (similar to 40 degrees S), that exhibits peak YD boundary concentrations of platinum, gold, high-temperature iron- and chromium-rich spherules, and native iron particles rarely found in nature. A major peak in charcoal abundance marks an intense biomass-burning episode, synchronous with dramatic changes in vegetation, including a high-disturbance regime, seasonality in precipitation, and warmer conditions. This is anti-phased with northern-hemispheric cooling at the YD onset, whose rapidity suggests atmospheric linkage. The sudden disappearance of megafaunal remains and dung fungi in the YDB layer at Pilauco correlates with megafaunal extinctions across the Americas. The Pilauco record appears consistent with YDB impact evidence found at sites on four continents.",NA,4413,NA,NA,WOS:000461019400009,NA,2045-2322,NA,NA,"Labarca, Rafael/AAM-1633-2020 Pino, Mario/A-2709-2008 Astorga, Giselle A./J-6889-2016",NA,"Pino, Mario/0000-0001-6181-353X Astorga, Giselle A./0000-0003-2923-8787",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"Sedimentary Record from Patagonia, Southern Chile Supports Cosmic-Impact Triggering of Biomass Burning, Climate Change, and Megafaunal Extinctions at 12.8 Ka.",selected,NA,selected
Kaky2019,ARTICLE,"Kaky, E. and Gilbert, F.",Assessment of the extinction risks of medicinal plants in Egypt under climate change by integrating species distribution models and IUCN Red List criteria,Journal of Arid Environments,2019,170,NA,NA,10.1016/j.jaridenv.2019.05.016,103988,"The IUCN Red List of Threatened Species is one of the most important of all conservation indicators, but most developing countries do not have enough information with which to make assessments. The use of species distribution models (SDMs) to predict habitat suitability, both currently and in the future under the effects of climate change, offers a potential solution for estimating extinction risk. With a set of validated observations, we used SDMs to make preliminary evaluations of the risk of extinction for 114 Egyptian medicinal plants based on IUCN Red-List Criteria and Categories. Using MaxEnt and eleven environmental variables, distributions were projected for 2020, 2050, and 2080 under two emission scenarios (A2a and B2a) assuming unlimited and no dispersal. The IUCN assessments used the predicted distributions as well as the actual records to measure both extent of occurrence (EOO) and area of occupancy (AOO). There was a positive correlation between EOO estimates based on actual records and those based on SDMs, demonstrating the ability of SDMs to compensate for a lack of data. Most species could be classified as Least Concern (LC) at the current time, whilst in the future under climate change, many species face some risk of extinction, depending on assumptions. We conclude that it is possible to make regional risk assessments even in data-sparse countries, in order to plan conservation management in the future. Using species distribution modelling together with IUCN Red-List assessment is a good method for countries where data are sparse in order to conserve and protect threatened species. Â© 2019 Elsevier Ltd",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066623231&doi=10.1016%2fj.jaridenv.2019.05.016&partnerID=40&md5=3fbb9aa171e0499310f960249559ba53,NA,NA,Article,NA,Scopus,NA,cited By 14,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Assessment of the Extinction Risks of Medicinal Plants in Egypt under Climate Change by Integrating Species Distribution Models and Iucn Red List Criteria.,selected,NA,selected
Kaye2019,ARTICLE,"Kaye, T.N. and Bahm, M.A. and Thorpe, A.S. and Gray, E.C. and Pfingsten, I. and Waddell, C.","Population extinctions driven by climate change, population size, and time since observation may make rare species databases inaccurate",PLoS ONE,2019,14,10,NA,10.1371/journal.pone.0210378,e0210378,"Loss of biological diversity through population extinctions is a global phenomenon that threatens many ecosystems. Managers often rely on databases of rare species locations to plan land use actions and conserve at-risk taxa, so it is crucial that the information they contain is accurate and dependable. However, small population sizes, long gaps between surveys, and climate change may be leading to undetected extinctions of many populations. We used repeated survey records for a rare but widespread orchid, Cypripedium fasciculatum (clustered ladyâ€™s slipper), to model population extinction risk based on elevation, population size, and time between observations. Population size and elevation were negatively associated with extinction, while extinction probability increased with time between observations. We interpret population losses at low elevations as a potential signal of climate change impacts. We used this model to estimate the probability of persistence of populations across California and Oregon, and found that 39%-52% of the 2415 populations reported in databases from this region are likely extinct. Managers should be aware that the number of populations of rare species in their databases is potentially an overestimate, and consider resurveying these populations to document their presence and condition, with priority given to older reports of small populations, especially those at low elevations or in other areas with high vulnerability to climate or land cover change. Copyright: This is an open access article, free of all copyright, and may be freely reproduced, distributed, transmitted, modified, built upon, or otherwise used by anyone for any lawful purpose. The work is made available under the Creative Commons CC0 public domain dedication.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073615129&doi=10.1371%2fjournal.pone.0210378&partnerID=40&md5=79429dcea0f300bca4b4ee0f38256a89,NA,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Population Extinctions Driven by Climate Change, Population Size, and Time Since Observation may Make Rare Species Databases Inaccurate.",selected,NA,selected
McDermott201912116,ARTICLE,"McDermott, A.",Probing the limits of â€œevolutionary rescueâ€ Could species threatened by climate change and other stresses avoid extinction through rapid evolution?,Proceedings of the National Academy of Sciences of the United States of America,2019,116,25,NA,10.1073/pnas.1907565116,NA,NA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067626299&doi=10.1073%2fpnas.1907565116&partnerID=40&md5=00eec5de34a10aac00f2c7dfcd9330fe,NA,NA,Article,NA,Scopus,NA,cited By 4,NA,NA,12116-12120,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Probing the Limits of Â€œevolutionary Rescueâ€ Could Species Threatened by Climate Change and Other Stresses Avoid Extinction Through Rapid Evolution?,selected,NA,selected
X.WOS.000465057500011,article,"Wang, Lixin and Brook, George A. and Burney, David A. and Voarintsoa, Ny Riavo G. and Liang, Fuyuan and Cheng, Hai and Edwards, R. Lawrence","The African Humid Period, rapid climate change events, the timing of human colonization, and megafaunal extinctions in Madagascar during the Holocene: Evidence from a 2m Anjohibe Cave stalagmite",QUATERNARY SCIENCE REVIEWS,2019,210,NA,APR 15,10.1016/j.quascirev.2019.02.004,NA,"Stalagmite data from Anjohibe Cave in northwest Madagascar suggest six distinct climate periods from 9.1 to 0.94 ka. Periods I and II (9.1-4.9 ka) were wetter and punctuated by a series of prominent droughts. Periods IV-VI (4-0.94 ka) were much drier and less variable. Period III (4.9-4 ka) marks the transition between wetter and drier conditions and consists of two significant droughts: the first (4.8-4.6 ka) coincides approximately with the end of the African Humid Period and the second (43-4.0 ka) may be the expression of the Northern Hemisphere 4.2 ka dry event in northwest Madagascar. Strong positive correlations between delta C-13 and delta O-18 values in Periods I-IV (r = 0.63-0.91) suggest that both isotopes were influenced by natural climate changes indicating that humans may not have been present in the area. In contrast, during Periods V (r = 0.07) and VI (r = -0.12) the ``decoupling{''} of delta C-13 and delta O-18 might signal an impact from human activities starting around 2.5 ka. Rapid changes in climate during the early and middle Holocene, with prominent droughts lasting up to 800 years, did not kill off Madagascar's megafauna, and neither did a human population, present since the early Holocene if evidence from south Madagascar is reliable. However, many extinctions occurred under the more stable climatic conditions of the late Holocene, despite an antiphase climate relationship between northern and southcentral Madagascar. This suggests that initial human colonization, or significant increase in human population, triggered the megafaunal extinctions by hunting and destruction of megafaunal habitats. (C) 2019 Elsevier Ltd. All rights reserved.",NA,NA,NA,NA,WOS:000465057500011,NA,0277-3791,NA,NA,"CHENG, HAI/H-3413-2017 Edwards, R. Lawrence/I-3124-2014",136-153,"CHENG, HAI/0000-0002-5305-9458 Edwards, R. Lawrence/0000-0002-7027-5881",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,"The African Humid Period, Rapid Climate Change Events, the Timing of Human Colonization, and Megafaunal Extinctions in Madagascar During the Holocene: Evidence from a 2m Anjohibe Cave Stalagmite.",selected,NA,selected
Moat2019390,ARTICLE,"Moat, J. and Gole, T.W. and Davis, A.P.",Least concern to endangered: Applying climate change projections profoundly influences the extinction risk assessment for wild Arabica coffee,Global Change Biology,2019,25,2,NA,10.1111/gcb.14341,NA,"Arabica coffee (Coffea arabica) is a key crop in many tropical countries and globally provides an export value of over US$13 billion per year. Wild Arabica coffee is of fundamental importance for the global coffee sector and of direct importance within Ethiopia, as a source of harvestable income and planting stock. Published studies show that climate change is projected to have a substantial negative influence on the current suitable growing areas for indigenous Arabica in Ethiopia and South Sudan. Here we use all available future projections for the species based on multiple general circulation models (GCMs), emission scenarios, and migration scenarios, to predict changes in Extent of Occurrence (EOO), Area of Occupancy (AOO), and population numbers for wild Arabica coffee. Under climate change our results show that population numbers could reduce by 50% or more (with a few models showing over 80%) by 2088. EOO and AOO are projected to decline by around 30% in many cases. Furthermore, present-day models compared to the near future (2038), show a reduction for EOO of over 40% (with a few cases over 50%), although EOO should be treated with caution due to its sensitivity to outlying occurrences. When applying these metrics to extinction risk, we show that the determination of generation length is critical. When applying the International Union for Conservation of Nature's Red list of Threatened Species (IUCN Red List) criteria, even with a very conservative generation length of 21Â years, wild Arabica coffee is assessed as Threatened with extinction (placed in the Endangered category) under a broad range of climate change projections, if no interventions are made. Importantly, if we do not include climate change in our assessment, Arabica coffee is assessed as Least Concern (not threatened) when applying the IUCN Red List criteria. Â© 2019 John Wiley & Sons Ltd",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060106550&doi=10.1111%2fgcb.14341&partnerID=40&md5=c25fc3cd2dd3a914d6c2555b2f42ef12,NA,NA,Article,NA,Scopus,NA,cited By 26,NA,NA,390-403,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Least Concern to Endangered: Applying Climate Change Projections Profoundly Influences the Extinction Risk Assessment for Wild Arabica Coffee.,selected,NA,selected
Altamirano.Benavides2019,ARTICLE,"Altamirano-Benavides, M.A. and DomÃ­nguez-Guerrero, S.F. and MuÃ±oz-Nolasco, F.J. and Arenas-Moreno, D.M. and Santos-Bibiano, R. and PÃ©rez, R.G.-T. and Lozano-Aguilar, L.E. and Fierro-Estrada, N. and Gandarilla-Aizpuro, F.J. and Woolrich-PiÃ±a, G.A. and MartÃ­nez-MÃ©ndez, N. and Lara-ResÃ©ndiz, R.A. and MÃ©ndez-De La Cruz, F.R.","Thermal ecology and extinction risk due to climate change of Gonatodes concinnatus (Squamata: Sphaerodactylidae), an endemic lizard from western Amazonia [EcologÃ­a tÃ©rmica y riesgo de extinciÃ³n ante el cambio climÃ¡tico de Gonatodes concinnatus (Squamata: Sphaerodactylidae), una lagartija endÃ©mica de la AmazonÃ­a occidental]",Revista Mexicana de Biodiversidad,2019,90,NA,NA,10.22201/IB.20078706E.2019.90.2824,e902824,"Climate change (CC) could cause the extinction of 20% of the lizard species in the world by the year 2080. However, extinction risk is variable among species and it depends on the physiological requirements of individuals and the geographic distribution of populations. In this study, we evaluated thermal ecological aspects of a population of the diurnal gecko Gonatodes concinnatus, that inhabits in the western region of the Amazon Rainforest, and projected its potential distribution at present and his extinction risk by the year 2050 and by 2070 through a mechanistic and correlative model. We found out that G. concinnatus had a body temperature (Tb) of 26.8 Â°C (Â± 2.5), a selected body temperature (Tsel) of 24.6 Â°C (Â± 1.6) and a tendency towards thermoconformism. The probability of extinction for G. concinnatus is 84.2% by 2050 and 86.4% by 2070. Additionally, we estimated that at lower elevations, populations will have higher extinction probabilities due to CC. We consider G. concinnatus as highly sensitive to CC and we highlight the importance of having information on the thermal physiology of tropical ectotherms to implement appropriate conservation strategies. Â© 2019 Universidad Nacional Autonoma de Mexico. All rights reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084809371&doi=10.22201%2fIB.20078706E.2019.90.2824&partnerID=40&md5=f59d6043c69507c1e8cf568460d927f3,NA,NA,Article,NA,Scopus,NA,cited By 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,"Thermal Ecology and Extinction Risk Due to Climate Change of Gonatodes Concinnatus (Squamata: Sphaerodactylidae), an Endemic Lizard from Western Amazonia [ecologã­a Tã©rmica y Riesgo De Extinciã³n Ante El Cambio Climã¡tico De Gonatodes Concinnatus (Squamata: Sphaerodactylidae), Una Lagartija Endã©mica De La Amazonã­a Occidental]",selected,NA,selected
X.WOS.000476709100009,article,"Cardoso da Silva, Jose Maria and Rapini, Alessandro and Barbosa, Luis Claudio F. and Torres, Roger R.",Extinction risk of narrowly distributed species of seed plants in Brazil due to habitat loss and climate change,PEERJ,2019,7,NA,JUL 22,10.7717/peerj.7333,NA,"In a world where changes in land cover and climate happen faster than ever due to the expansion of human activities, narrowly distributed species are predicted to be the first to go extinct. Studies projecting species extinction in tropical regions consider either habitat loss or climate change as drivers of biodiversity loss but rarely evaluate them together. Here, the contribution of these two factors to the extinction risk of narrowly distributed species (with ranges smaller than 10,000 km(2)) of seed plants endemic to a fifth-order watershed in Brazil (microendemics) is assessed. We estimated the Regional Climate Change Index (RCCI) of these watersheds (areas with microendemics) and projected three scenarios of land use up to the year 2100 based on the average annual rates of habitat loss in these watersheds from 2000 to 2014. These scenarios correspond to immediate conservation action (scenario 1), long-term conservation action (scenario 2), and no conservation action (scenario 3). In each scenario, areas with microendemics were classified into four classes: (1) areas with low risk, (2) areas threatened by habitat loss, (3) areas threatened by climate change, and (4) areas threatened by climate change and habitat loss. We found 2,354 microendemic species of seed plants in 776 areas that altogether cover 17.5\% of Brazil. Almost 70\% (1,597) of these species are projected to be under high extinction risk by the end of the century due to habitat loss, climate change, or both, assuming that these areas will not lose habitat in the future due to land use. However, if habitat loss in these areas continues at the prevailing annual rates, the number of threatened species is projected to increase to more than 85\% (2,054). The importance of climate change and habitat loss as drivers of species extinction varies across phytogeographic domains, and this variation requires the adoption of retrospective and prospective conservation strategies that are context specific. We suggest that tropical countries, such as Brazil, should integrate biodiversity conservation and climate change policies (both mitigation and adaptation) to achieve win-win social and environmental gains while halting species extinction.",NA,e7333,NA,NA,WOS:000476709100009,NA,2167-8359,NA,NA,"Torres, Roger Rodrigues/G-1043-2012 Rapini, Alessandro/F-1584-2011",NA,"Torres, Roger Rodrigues/0000-0002-5684-3125 Rapini, Alessandro/0000-0002-8758-9326",NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/web_of_science.bib,1,Extinction Risk of Narrowly Distributed Species of Seed Plants in Brazil Due to Habitat Loss and Climate Change.,selected,NA,selected
Freeman201811982,ARTICLE,"Freeman, B.G. and Scholer, M.N. and Ruiz-Gutierrez, V. and Fitzpatrick, J.W.",Climate change causes upslope shifts and mountaintop extirpations in a tropical bird community,Proceedings of the National Academy of Sciences of the United States of America,2018,115,47,NA,10.1073/pnas.1804224115,NA,"Montane species worldwide are shifting upslope in response to recent temperature increases. These upslope shifts are predicted to lead to mountaintop extinctions of species that live only near mountain summits, but empirical examples of populations that have disappeared are sparse. We show that recent warming constitutes an â€œescalator to extinctionâ€ for birds on a remote Peruvian mountainâ€”high-elevation species have declined in both range size and abundance, and several previously common mountaintop residents have disappeared from the local community. Our findings support projections that warming will likely drive widespread extirpations and extinctions of high-elevation taxa in the tropical Andes. Such climate change-driven mountaintop extirpations may be more likely in the tropics, where temperature seems to exert a stronger control on speciesâ€™ range limits than in the temperate zone. In contrast, we show that lowland bird species at our study site are expanding in range size as they shift their upper limits upslope and may thus benefit from climate change. Â© 2018 National Academy of Sciences. All Rights Reserved.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056785255&doi=10.1073%2fpnas.1804224115&partnerID=40&md5=6d5ed6751274a178189087da133464b7,NA,NA,Article,NA,Scopus,NA,cited By 119,NA,NA,11982-11987,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Climate Change Causes Upslope Shifts and Mountaintop Extirpations in a Tropical Bird Community.,selected,NA,selected
Yalcin20183849,ARTICLE,"Yalcin, S. and Leroux, S.J.",An empirical test of the relative and combined effects of land-cover and climate change on local colonization and extinction,Global Change Biology,2018,24,8,NA,10.1111/gcb.14169,NA,"Land-cover and climate change are two main drivers of changes in species ranges. Yet, the majority of studies investigating the impacts of global change on biodiversity focus on one global change driver and usually use simulations to project biodiversity responses to future conditions. We conduct an empirical test of the relative and combined effects of land-cover and climate change on species occurrence changes. Specifically, we examine whether observed local colonization and extinctions of North American birds between 1981â€“1985 and 2001â€“2005 are correlated with land-cover and climate change and whether bird life history and ecological traits explain interspecific variation in observed occurrence changes. We fit logistic regression models to test the impact of physical land-cover change, changes in net primary productivity, winter precipitation, mean summer temperature, and mean winter temperature on the probability of Ontario breeding bird local colonization and extinction. Models with climate change, land-cover change, and the combination of these two drivers were the top ranked models of local colonization for 30%, 27%, and 29% of species, respectively. Conversely, models with climate change, land-cover change, and the combination of these two drivers were the top ranked models of local extinction for 61%, 7%, and 9% of species, respectively. The quantitative impacts of land-cover and climate change variables also vary among bird species. We then fit linear regression models to test whether the variation in regional colonization and extinction rate could be explained by mean body mass, migratory strategy, and habitat preference of birds. Overall, species traits were weakly correlated with heterogeneity in species occurrence changes. We provide empirical evidence showing that land-cover change, climate change, and the combination of multiple global change drivers can differentially explain observed species local colonization and extinction. Â© 2018 John Wiley & Sons Ltd",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049522223&doi=10.1111%2fgcb.14169&partnerID=40&md5=2fc2445ecb6d3552c1c2ef0834a2ceea,NA,NA,Article,NA,Scopus,NA,cited By 18,NA,NA,3849-3861,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,An Empirical Test of the Relative and Combined Effects of Land-Cover and Climate Change on Local Colonization and Extinction.,selected,NA,selected
Zhan20183526,ARTICLE,"Zhan, J. and Ericson, L. and Burdon, J.J.",Climate change accelerates local disease extinction rates in a long-term wild hostâ€“pathogen association,Global Change Biology,2018,24,8,NA,10.1111/gcb.14111,NA,"Pathogens are a significant component of all plant communities. In recent years, the potential for existing and emerging pathogens of agricultural crops to cause increased yield losses as a consequence of changing climatic patterns has raised considerable concern. In contrast, the response of naturally occurring, endemic pathogens to a warming climate has received little attention. Here, we report on the impact of a signature variable of global climate change â€“ increasing temperature â€“ on the long-term epidemiology of a natural hostâ€“pathogen association involving the rust pathogen Triphragmium ulmariae and its host plant Filipendula ulmaria. In a hostâ€“pathogen metapopulation involving approximately 230 host populations growing on an archipelago of islands in the Gulf of Bothnia we assessed changes in host population size and pathogen epidemiological measures over a 25-year period. We show how the incidence of disease and its severity declines over that period and most importantly demonstrate a positive association between a long-term trend of increasing extinction rates in individual pathogen populations of the metapopulation and increasing temperature. Our results are highly suggestive that changing climatic patterns, particularly mean monthly growing season (April-November) temperature, are markedly influencing the epidemiology of plant disease in this hostâ€“pathogen association. Given the important role plant pathogens have in shaping the structure of communities, changes in the epidemiology of pathogens have potentially far-reaching impacts on ecological and evolutionary processes. For these reasons, it is essential to increase understanding of pathogen epidemiology, its response to warming, and to invoke these responses in forecasts for the future. Â© 2018 John Wiley & Sons Ltd",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044427233&doi=10.1111%2fgcb.14111&partnerID=40&md5=ed2362421657671d436fd9592b6a7ead,NA,NA,Article,NA,Scopus,NA,cited By 17,NA,NA,3526-3536,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Climate Change Accelerates Local Disease Extinction Rates in a Long-Term Wild Hostâ€“pathogen Association.,selected,NA,selected
Riddell2018,ARTICLE,"Riddell, E.A. and Odom, J.P. and Damm, J.D. and Sears, M.W.",Plasticity reveals hidden resistance to extinction under climate change in the global hotspot of salamander diversity,Science Advances,2018,4,7,NA,10.1126/sciadv.aar5471,eaar5471,"Extinction rates are predicted to rise exponentially under climate warming, but many of these predictions ignore physiological and behavioral plasticity that might buffer species from extinction. We evaluated the potential for physiological acclimatization and behavioral avoidance of poor climatic conditions to lower extinction risk under climate change in the global hotspot of salamander diversity, a region currently predicted to lose most of the salamander habitat due to warming. Our approach integrated experimental physiology and behavior into a mechanistic species distribution model to predict extinction risk based on an individualâ€™s capacity to maintain energy balance with and without plasticity. We assessed the sensitivity of extinction risk to body size, behavioral strategies, limitations on energy intake, and physiological acclimatization of water loss and metabolic rate. The field and laboratory experiments indicated that salamanders readily acclimatize water loss rates and metabolic rates in ways that could maintain positive energy balance. Projections with plasticity reduced extinction risk by 72% under climate warming, especially in the core of their range. Further analyses revealed that juveniles might experience the greatest physiological stress under climate warming, but we identified specific physiological adaptations or plastic responses that could minimize the lethal physiological stress imposed on juveniles. We conclude that incorporating plasticity fundamentally alters ecological predictions under climate change by reducing extinction risk in the hotspot of salamander diversity. Copyright Â© 2018 The Authors.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050114497&doi=10.1126%2fsciadv.aar5471&partnerID=40&md5=e33db3066bfca642d60d1c6bc7285224,NA,NA,Article,NA,Scopus,NA,cited By 50,NA,NA,NA,NA,NA,NA,NA,NA,NA,C:/Users/gmath/Documents/3.PhD/lit_review_past_climate/bibliography/scopus.bib,1,Plasticity Reveals Hidden Resistance to Extinction under Climate Change in the Global Hotspot of Salamander Diversity.,selected,NA,selected
